Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga
Vivy: Fluorite Eye's Song,"Action,Sci-Fi,Suspense",139.0,434,8.45,13,24 min. per ep.,TV ,Apr 2021 , Jun 2021,543767,7.94,881.0,6727.0,2768.0,23,"Apr  10, 2021 to Aug  10, 2023",[],MAGCOMI,"Yamataka, Morito (Art)",True
Owarimonogatari,"Comedy,Mystery,Supernatural",130.0,419,8.46,12,26 min. per ep.,TV ,Oct 2015 , Dec 2015,481434,,,,,,,,,,False
Nichijou,,129.0,174,8.46,26,23 min. per ep.,TV ,Apr 2011 , Sep 2011,905196,8.37,238.0,460.0,36529.0,Unknown,"Jun  26, 2006 to ?",['Shounen'],Shounen Ace,"Arawi, Keiichi (Story & Art)",True
Shingeki no Kyojin: Kuinaki Sentaku,,156.0,407,8.41,2,27 min. per ep.,OVA ,Dec 2014 , Apr 2015,522737,8.16,466.0,305.0,51741.0,8,"Nov  28, 2013 to Jun  28, 2014",['Shoujo'],ARIA,"Suruga, Hikaru (Art), Sunaaku, Gan (Story)",True
Gintama: The Semi-Final,"Action,Comedy",126.0,2517,8.47,2,24 min. per ep.,Special ,Jan 2021 , Jan 2021,78929,,,,,,,,,,False
Chihayafuru 3,"Drama,Slice of Life,Sports",125.0,1507,8.48,24,22 min. per ep.,TV ,Oct 2019 , Mar 2020,143022,,,,,,,,,,False
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,"Adventure,Comedy,Fantasy",127.0,256,8.47,1,1 hr. 30 min.,Movie ,Aug 2019 , Aug 2019,795196,,,,,,,,,,False
Mob Psycho 100,"Action,Comedy,Supernatural",124.0,36,8.48,12,24 min. per ep.,TV ,Jul 2016 , Sep 2016,2097080,8.61,87.0,109.0,113777.0,109,"Apr  18, 2012 to Dec  22, 2017",[],MangaONE,ONE (Story & Art),True
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"Action,Adventure,Drama,Supernatural",145.0,133,8.44,24,23 min. per ep.,TV ,Jan 2015 , Jun 2015,1125974,,,,,,,,,,False
Josee to Tora to Sakana-tachi,"Drama,Romance,Slice of Life",133.0,673,8.46,1,1 hr. 38 min.,Movie ,Dec 2020 , Dec 2020,434913,8.04,669.0,3679.0,5404.0,11,"Jan  6, 2020 to Oct  6, 2020",[],Da Vinci,"Emoto, Nao (Art), Tanabe, Seiko (Story)",True
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama,Mystery,Suspense",134.0,555,8.46,1,1 hr. 56 min.,Movie ,Oct 2013 , Oct 2013,383769,,,,,,,,,,False
Mo Dao Zu Shi,"Action,Adventure,Mystery,Supernatural",128.0,1010,8.47,15,25 min. per ep.,ONA ,Jul 2018 , Oct 2018,233411,8.59,95.0,3753.0,5292.0,27,"Dec  8, 2016",[],,Mo Xiang Tong Xiu (Story),True
Aria the Origination,"Fantasy,Sci-Fi,Slice of Life",119.0,1557,8.5,13,24 min. per ep.,TV ,Jan 2008 , Apr 2008,130770,,,,,,,,,,False
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Action,Adventure,Comedy,Drama,Supernatural",121.0,131,8.5,39,23 min. per ep.,TV ,Apr 2016 , Dec 2016,1136336,8.57,98.0,133.0,100814.0,174,"Apr  21, 1992 to Nov  21, 1995",['Shounen'],Shounen Jump (Weekly),"Araki, Hirohiko (Story & Art)",True
Rainbow: Nisha Rokubou no Shichinin,"Drama,Suspense",122.0,519,8.49,26,22 min. per ep.,TV ,Apr 2010 , Sep 2010,398912,8.48,155.0,496.0,33990.0,235,"Nov  21, 2002 to Jan  4, 2010",['Seinen'],Young Sunday (Weekly),"Abe, George (Story), Kakizaki, Masasumi (Art)",True
Shingeki no Kyojin Season 2,"Action,Drama",117.0,12,8.5,12,24 min. per ep.,TV ,Apr 2017 , Jun 2017,2746518,,,,,,,,,,False
Nana,"Drama,Romance,Slice of Life",113.0,327,8.51,47,23 min. per ep.,TV ,Apr 2006 , Mar 2007,680027,8.79,34.0,78.0,135897.0,84,"May  26, 2000 to May  26, 2009",['Shoujo'],Cookie,"Yazawa, Ai (Story & Art)",True
Uchuu Kyoudai,"Comedy,Sci-Fi,Slice of Life",115.0,1099,8.51,99,24 min. per ep.,TV ,Apr 2012 , Mar 2014,196125,8.77,40.0,486.0,34407.0,Unknown,"Dec  6, 2007 to ?",['Seinen'],Morning,"Koyama, Chuuya (Story & Art)",True
Ansatsu Kyoushitsu 2nd Season,"Action,Comedy",110.0,84,8.51,25,23 min. per ep.,TV ,Jan 2016 , Jul 2016,1446734,,,,,,,,,,False
Banana Fish,"Action,Adventure,Drama",111.0,222,8.51,24,22 min. per ep.,TV ,Jul 2018 , Dec 2018,873975,8.61,84.0,289.0,54795.0,110,"Apr  13, 1985 to Mar  12, 1994",['Shoujo'],Betsucomi,"Yoshida, Akimi (Story & Art)",True
Samurai Champloo,"Action,Adventure,Comedy",116.0,99,8.5,26,24 min. per ep.,TV ,May 2004 , Mar 2005,1249760,7.42,3514.0,1361.0,13939.0,10,"Jan  26, 2004 to Sep  25, 2004",['Shounen'],Shounen Ace,"Gotsubo, Masaru (Art)",True
Karakai Jouzu no Takagi-san 3,,112.0,1419,8.51,12,24 min. per ep.,TV ,Jan 2022 , Mar 2022,189111,,,,,,,,,,False
Perfect Blue,"Avant Garde,Drama,Horror",106.0,315,8.52,1,1 hr. 21 min.,Movie ,Feb 1998 , Feb 1998,720174,,,,,,,,,,False
Steins;Gate 0,"Drama,Sci-Fi,Suspense",107.0,188,8.52,23,23 min. per ep.,TV ,Apr 2018 , Sep 2018,879014,8.22,404.0,4164.0,4740.0,41,"Jul  4, 2017 to Feb  4, 2020",['Seinen'],Young Ace,"Himeno, Taka (Art)",True
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,"Drama,Fantasy,Suspense",123.0,226,8.49,12,28 min. per ep.,TV ,Jan 2021 , Mar 2021,900874,,,,,,,,,,False
Kenpuu Denki Berserk,"Action,Adventure,Drama,Fantasy,Horror,Supernatural",103.0,331,8.53,25,25 min. per ep.,TV ,Oct 1997 , Apr 1998,670145,,,,,,,,,,False
Shingeki no Kyojin,"Action,Drama",104.0,1,8.53,25,24 min. per ep.,TV ,Apr 2013 , Sep 2013,3980987,8.55,112.0,2.0,646733.0,141,"Sep  9, 2009 to Apr  9, 2021",['Shounen'],Bessatsu Shounen Magazine,"Isayama, Hajime (Story & Art)",True
One Punch Man,"Action,Comedy",114.0,4,8.51,12,24 min. per ep.,TV ,Oct 2015 , Dec 2015,3246628,,,,,,,,,,False
Jujutsu Kaisen 0 Movie,"Action,Fantasy",102.0,480,8.53,1,1 hr. 45 min.,Movie ,Dec 2021 , Dec 2021,980870,,,,,,,,,,False
Gintama.: Porori-hen,"Action,Comedy,Sci-Fi",101.0,1115,8.53,13,23 min. per ep.,TV ,Oct 2017 , Dec 2017,203765,,,,,,,,,,False
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Drama,Sci-Fi",131.0,335,8.46,1,1 hr. 30 min.,Movie ,Apr 2013 , Apr 2013,599057,,,,,,,,,,False
Kimetsu no Yaiba,"Action,Fantasy",91.0,9,8.55,26,23 min. per ep.,TV ,Apr 2019 , Sep 2019,3068804,8.21,405.0,10.0,428369.0,207,"Feb  15, 2016 to May  18, 2020",['Shounen'],Shounen Jump (Weekly),"Gotouge, Koyoharu (Story & Art)",True
Fruits Basket: Prelude,"Drama,Romance",78.0,2645,8.58,1,1 hr. 28 min.,Movie ,Feb 2022 , Feb 2022,109938,,,,,,,,,,False
Kimi no Suizou wo Tabetai,"Drama,Romance,Slice of Life",89.0,187,8.57,1,1 hr. 48 min.,Movie ,Sep 2018 , Sep 2018,979853,8.66,64.0,2880.0,6886.0,10,"Jun  17, 2015",[],,"Sumino, Yoru (Story)",True
Slam Dunk,,105.0,776,8.53,101,23 min. per ep.,TV ,Oct 1993 , Mar 1996,304586,9.09,6.0,55.0,165346.0,276,"Sep  18, 1990 to Jun  4, 1996",['Shounen'],Shounen Jump (Weekly),"Inoue, Takehiko (Story & Art)",True
Hotaru no Haka,,120.0,305,8.5,1,1 hr. 28 min.,Movie ,Apr 1988 , Apr 1988,683901,,,,,,,,,,False
Fate/Zero 2nd Season,"Action,Fantasy,Supernatural",87.0,120,8.57,12,24 min. per ep.,TV ,Apr 2012 , Jun 2012,1124313,,,,,,,,,,False
Shoujo☆Kageki Revue Starlight Movie,,85.0,5656,8.57,1,2 hr.,Movie ,Jun 2021 , Jun 2021,20403,,,,,,,,,,False
Bakuman. 3rd Season,"Comedy,Drama,Romance",90.0,623,8.55,25,24 min. per ep.,TV ,Oct 2012 , Mar 2013,332109,,,,,,,,,,False
Gintama Movie 1: Shinyaku Benizakura-hen,"Action,Comedy,Sci-Fi",108.0,1307,8.52,1,1 hr. 35 min.,Movie ,Apr 2010 , Apr 2010,165730,,,,,,,,,,False
Yojouhan Shinwa Taikei,"Comedy,Mystery,Romance",84.0,472,8.58,11,23 min. per ep.,TV ,Apr 2010 , Jul 2010,455297,7.57,2440.0,17819.0,716.0,4,Dec  2004,[],,"Morimi, Tomihiko (Story)",True
Fruits Basket 2nd Season,"Drama,Romance,Supernatural",88.0,464,8.57,25,23 min. per ep.,TV ,Apr 2020 , Sep 2020,518849,,,,,,,,,,False
Hajime no Ippo: Rising,,79.0,910,8.58,25,22 min. per ep.,TV ,Oct 2013 , Mar 2014,263803,,,,,,,,,,False
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,"Action,Mystery,Sci-Fi",109.0,928,8.52,26,25 min. per ep.,TV ,Jan 2004 , Jan 2005,228885,,,,,,,,,,False
Kizumonogatari II: Nekketsu-hen,"Action,Mystery,Supernatural",77.0,470,8.59,1,1 hr. 4 min.,Movie ,Aug 2016 , Aug 2016,449490,,,,,,,,,,False
Ookami Kodomo no Ame to Yuki,"Fantasy,Slice of Life",76.0,203,8.59,1,1 hr. 57 min.,Movie ,Jul 2012 , Jul 2012,819355,8.33,275.0,718.0,24176.0,16,"Apr  4, 2012 to Aug  3, 2013",['Seinen'],Young Ace,"Hosoda, Mamoru (Story), Yuu (Art)",True
Mushishi Zoku Shou: Suzu no Shizuku,"Adventure,Fantasy,Mystery,Slice of Life,Supernatural",75.0,1561,8.6,1,47 min.,Movie ,May 2015 , May 2015,130156,,,,,,,,,,False
Death Note,"Supernatural,Suspense",74.0,2,8.62,37,23 min. per ep.,TV ,Oct 2006 , Jun 2007,3935452,8.69,51.0,13.0,389108.0,108,"Dec  1, 2003 to May  15, 2006",['Shounen'],Shounen Jump (Weekly),"Obata, Takeshi (Art), Ohba, Tsugumi (Story)",True
Natsume Yuujinchou Go,"Drama,Slice of Life,Supernatural",81.0,1186,8.58,11,23 min. per ep.,TV ,Oct 2016 , Dec 2016,188357,,,,,,,,,,False
Shingeki no Kyojin Season 3,"Action,Drama",72.0,20,8.62,12,23 min. per ep.,TV ,Jul 2018 , Oct 2018,2393116,,,,,,,,,,False
Natsume Yuujinchou San,"Drama,Slice of Life,Supernatural",82.0,848,8.58,13,24 min. per ep.,TV ,Jul 2011 , Sep 2011,254662,,,,,,,,,,False
Natsume Yuujinchou Roku,"Drama,Slice of Life,Supernatural",69.0,1178,8.63,11,23 min. per ep.,TV ,Apr 2017 , Jun 2017,188122,,,,,,,,,,False
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Action,Adventure",80.0,160,8.58,39,23 min. per ep.,TV ,Oct 2018 , Jul 2019,1037307,8.17,457.0,115.0,109593.0,155,"Nov  28, 1995 to Mar  23, 1999",['Shounen'],Shounen Jump (Weekly),"Araki, Hirohiko (Story & Art)",True
Tengen Toppa Gurren Lagann,"Action,Adventure,Comedy,Sci-Fi",68.0,59,8.64,27,24 min. per ep.,TV ,Apr 2007 , Sep 2007,1624106,7.95,844.0,1402.0,13547.0,65,"Apr  27, 2007 to May  27, 2013",['Shounen'],Dengeki Daioh,"Nakashima, Kazuki (Story), Mori, Kotarou (Art)",True
Mushishi: Hihamukage,"Adventure,Fantasy,Mystery,Slice of Life,Supernatural",92.0,1464,8.55,1,45 min.,TV Special ,Jan 2014 , Jan 2014,141171,,,,,,,,,,False
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,"Action,Sci-Fi",86.0,999,8.57,1,2 hr. 5 min.,Movie ,Apr 2009 , Apr 2009,219129,,,,,,,,,,False
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,,64.0,106,8.65,12,24 min. per ep.,TV ,Apr 2020 , Jun 2020,1356331,,,,,,,,,,False
Suzumiya Haruhi no Shoushitsu,"Mystery,Sci-Fi,Supernatural",73.0,317,8.62,1,2 hr. 41 min.,Movie ,Feb 2010 , Feb 2010,614062,,,,,,,,,,False
One Piece,"Action,Adventure,Fantasy",67.0,26,8.64,Unknown,24 min.,TV ,Oct 1999 ,,2385470,9.22,4.0,3.0,603122.0,Unknown,"Jul  22, 1997 to ?",['Shounen'],Shounen Jump (Weekly),"Oda, Eiichiro (Story & Art)",True
Natsume Yuujinchou Shi,"Drama,Slice of Life,Supernatural",65.0,881,8.65,13,24 min. per ep.,TV ,Jan 2012 , Mar 2012,247346,,,,,,,,,,False
Howl no Ugoku Shiro,"Adventure,Drama,Fantasy,Romance",61.0,96,8.66,1,1 hr. 59 min.,Movie ,Nov 2004 , Nov 2004,1353704,,,,,,,,,,False
Shouwa Genroku Rakugo Shinjuu,,83.0,744,8.58,13,26 min. per ep.,TV ,Jan 2016 , Apr 2016,293714,8.29,321.0,2275.0,8557.0,31,"Mar  25, 2010 to Jun  7, 2016",['Josei'],ITAN,"Kumota, Haruko (Story & Art)",True
Kimetsu no Yaiba Movie: Mugen Ressha-hen,"Action,Fantasy",59.0,92,8.67,1,1 hr. 56 min.,Movie ,Oct 2020 , Oct 2020,1564434,,,,,,,,,,False
Violet Evergarden,"Drama,Fantasy,Slice of Life",58.0,51,8.67,13,24 min. per ep.,TV ,Jan 2018 , Apr 2018,1801213,8.63,77.0,647.0,26762.0,13,"Dec  25, 2015 to Dec  26, 2016",[],,"Akatsuki, Kana (Story), Takase, Akiko (Art)",True
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,"Drama,Romance,Supernatural",71.0,298,8.62,1,1 hr. 30 min.,Movie ,Jun 2019 , Jun 2019,719888,,,,,,,,,,False
Mononoke Hime,"Action,Adventure,Fantasy",55.0,101,8.68,1,2 hr. 13 min.,Movie ,Jul 1997 , Jul 1997,1268189,,,,,,,,,,False
Mushishi,"Adventure,Fantasy,Mystery,Slice of Life,Supernatural",56.0,201,8.67,26,25 min. per ep.,TV ,Oct 2005 , Jun 2006,837459,8.72,47.0,179.0,81657.0,50,"Nov  1999 to Aug  25, 2008",['Seinen'],Afternoon,"Urushibara, Yuki (Story & Art)",True
Made in Abyss,"Adventure,Drama,Fantasy,Mystery,Sci-Fi",53.0,94,8.68,13,25 min. per ep.,TV ,Jul 2017 , Sep 2017,1396229,8.77,37.0,62.0,156837.0,Unknown,"Oct  20, 2012 to ?",[],Web Comic Gamma,"Tsukushi, Akihito (Story & Art)",True
Haikyuu!! Second Season,,63.0,83,8.65,25,24 min. per ep.,TV ,Oct 2015 , Mar 2016,1444751,,,,,,,,,,False
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,,40.0,1143,8.75,12,24 min. per ep.,TV ,Jan 2017 , Mar 2017,189037,,,,,,,,,,False
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"Adventure,Drama,Fantasy,Mystery,Sci-Fi",54.0,586,8.68,1,1 hr. 45 min.,Movie ,Jan 2020 , Jan 2020,470162,,,,,,,,,,False
Ousama Ranking,"Adventure,Fantasy",66.0,460,8.65,23,22 min. per ep.,TV ,Oct 2021 , Mar 2022,654412,7.94,879.0,2259.0,8621.0,Unknown,"Feb  12, 2019 to ?",[],,"Tooka, Sousuke (Story & Art)",True
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,"Drama,Fantasy,Ecchi",38.0,302,8.75,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,942173,,,,,,,,,,False
Shigatsu wa Kimi no Uso,"Drama,Romance",57.0,21,8.67,22,22 min. per ep.,TV ,Oct 2014 , Mar 2015,2231890,8.59,94.0,189.0,78710.0,44,"Apr  6, 2011 to Feb  6, 2015",['Shounen'],Shounen Magazine (Monthly),"Arakawa, Naoshi (Story & Art)",True
Monogatari Series: Second Season,"Comedy,Mystery,Romance,Supernatural",35.0,273,8.78,26,25 min. per ep.,TV ,Jul 2013 , Dec 2013,674564,8.9,18.0,781.0,22415.0,199,"Oct  27, 2010 to Dec  20, 2011",[],,"NISIO, ISIN (Story), VOFAN (Art)",True
Odd Taxi,,39.0,638,8.75,13,23 min. per ep.,TV ,Apr 2021 , Jun 2021,439694,7.41,3660.0,10316.0,1618.0,37,"Jan  15, 2021 to Jul  22, 2022",[],,"Konomoto, Kazuya (Story), Abaraya, Takeichi (Art)",True
Hajime no Ippo: New Challenger,,60.0,812,8.66,26,23 min. per ep.,TV ,Jan 2009 , Jul 2009,290472,,,,,,,,,,False
Kingdom 4th Season,,34.0,3954,8.79,26,24 min. per ep.,TV ,Apr 2022 , Oct 2022,66507,,,,,,,,,,False
Ping Pong the Animation,"Drama,Sports",70.0,550,8.62,11,23 min. per ep.,TV ,Apr 2014 , Jun 2014,398143,,,,,,,,,,False
Gintama.: Shirogane no Tamashii-hen,"Action,Comedy,Sci-Fi",29.0,1086,8.81,12,24 min. per ep.,TV ,Jan 2018 , Mar 2018,215075,,,,,,,,,,False
Shiguang Dailiren,"Drama,Supernatural",31.0,957,8.8,11,23 min. per ep.,ONA ,Apr 2021 , Jul 2021,375144,,,,,,,,,,False
Great Teacher Onizuka,"Comedy,Drama",51.0,215,8.69,43,25 min. per ep.,TV ,Jun 1999 , Sep 2000,837220,,,,,,,,,,False
Sen to Chihiro no Kamikakushi,"Adventure,Award Winning,Supernatural",36.0,43,8.78,1,2 hr. 4 min.,Movie ,Jul 2001 , Jul 2001,1871461,,,,,,,,,,False
Shingeki no Kyojin: The Final Season,"Action,Drama",26.0,46,8.85,16,23 min. per ep.,TV ,Dec 2020 , Mar 2021,2024038,,,,,,,,,,False
Kimi no Na wa.,"Drama,Supernatural",24.0,11,8.87,1,1 hr. 46 min.,Movie ,Aug 2016 , Aug 2016,2768297,8.39,219.0,161.0,86632.0,9,"May  27, 2016 to Jan  27, 2017",['Seinen'],Comic Alive,"Shinkai, Makoto (Story), Kotone, Ranmaru (Art)",True
Mob Psycho 100 II,"Action,Comedy,Supernatural",28.0,85,8.81,13,24 min. per ep.,TV ,Jan 2019 , Apr 2019,1549194,,,,,,,,,,False
Kimetsu no Yaiba: Yuukaku-hen,"Action,Fantasy",23.0,151,8.88,11,26 min. per ep.,TV ,Dec 2021 , Feb 2022,1460076,,,,,,,,,,False
Shingeki no Kyojin: The Final Season Part 2,"Action,Drama",25.0,158,8.87,12,23 min. per ep.,TV ,Jan 2022 , Apr 2022,1315685,,,,,,,,,,False
Gintama': Enchousen,"Action,Comedy,Sci-Fi",10.0,696,9.04,13,24 min. per ep.,TV ,Oct 2012 , Mar 2013,328147,,,,,,,,,,False
Kizumonogatari III: Reiketsu-hen,"Action,Mystery,Supernatural",30.0,457,8.8,1,1 hr. 23 min.,Movie ,Jan 2017 , Jan 2017,467052,,,,,,,,,,False
Hunter x Hunter (2011),"Action,Adventure,Fantasy",8.0,10,9.05,148,23 min. per ep.,TV ,Oct 2011 , Sep 2014,2863958,,,,,,,,,,False
Gintama: The Final,"Action,Comedy,Drama,Sci-Fi",7.0,1735,9.05,1,1 hr. 44 min.,Movie ,Jan 2021 , Jan 2021,153317,,,,,,,,,,False
Kingdom 3rd Season,,33.0,2222,8.79,26,25 min. per ep.,TV ,Apr 2020 , Oct 2021,105760,,,,,,,,,,False
Gintama°,"Action,Comedy,Sci-Fi",5.0,338,9.08,51,24 min. per ep.,TV ,Apr 2015 , Mar 2016,636631,,,,,,,,,,False
Cowboy Bebop,"Action,Sci-Fi",37.0,42,8.76,26,24 min. per ep.,TV ,Apr 1998 , Apr 1999,1883277,7.15,6493.0,1082.0,16725.0,11,"Apr  8, 1999 to Apr  10, 2000",['Shoujo'],Asuka Fantasy DX,"Watanabe, Shinichirou (Story), Nanten, Yutaka (Art), Yatate, Hajime (Story)",True
Monster,"Drama,Mystery,Suspense",27.0,155,8.83,74,24 min. per ep.,TV ,Apr 2004 , Sep 2005,1138519,9.15,5.0,29.0,238291.0,162,"Dec  5, 1994 to Dec  20, 2001",['Seinen'],Big Comic Original,"Urasawa, Naoki (Story & Art)",True
Gintama',"Action,Comedy,Sci-Fi",6.0,382,9.05,51,24 min. per ep.,TV ,Apr 2011 , Mar 2012,561485,,,,,,,,,,False
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,"Action,Comedy,Sci-Fi",22.0,1191,8.88,14,24 min. per ep.,TV ,Jul 2018 , Oct 2018,201160,,,,,,,,,,False
Owarimonogatari 2nd Season,"Comedy,Mystery,Supernatural",21.0,537,8.9,7,22 min. per ep.,TV Special ,Aug 2017 , Aug 2017,402842,,,,,,,,,,False
Fruits Basket: The Final,"Drama,Romance,Supernatural",9.0,547,9.04,13,23 min. per ep.,TV ,Apr 2021 , Jun 2021,486150,,,,,,,,,,False
Spy x Family,"Action,Comedy",2.0,255,9.08,12,24 min. per ep.,TV ,Apr 2022 , Jun 2022,1587143,8.55,110.0,18.0,296164.0,Unknown,"Mar  25, 2019 to ?",['Shounen'],Shounen Jump+,"Endou, Tatsuya (Story & Art)",True
Shingeki no Kyojin Season 3 Part 2,"Action,Drama",3.0,31,9.08,10,23 min. per ep.,TV ,Apr 2019 , Jul 2019,2305044,,,,,,,,,,False
Fullmetal Alchemist: Brotherhood,"Action,Adventure,Drama,Fantasy",1.0,3,9.14,64,24 min. per ep.,TV ,Apr 2009 , Jul 2010,3373923,,,,,,,,,,False
Quanzhi Gaoshou,,699.0,567,7.91,12,24 min. per ep.,ONA ,Apr 2017 , Jun 2017,371708,7.69,1729.0,3320.0,6027.0,Unknown,"Sep  10, 2015 to ?",[],,"Butterfly Blue (Story), Changpan Yongzhe (Art)",True
Steins;Gate,"Drama,Sci-Fi,Suspense",4.0,13,9.08,24,24 min. per ep.,TV ,Apr 2011 , Sep 2011,2584616,8.52,131.0,1540.0,12585.0,17,"Jun  30, 2011 to May  31, 2012",[],,"Sakai, Kyuuta (Art), Miwa, Kiyomune (Story)",True
